file,column,old,new,row
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 13.3396]; [13.6175, 13.8954]; [14.8681, 15.2849]","[0, 17.7861]; [21.121, 22.2326]",registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=brake; target=J; signal=R1_mlp_clf; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 16.605]","[0, 29.2498]",registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=brake; target=J; signal=R1_mlp_clf; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 29.8056]; [31.1952, 35.9196]",none,registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=brake; target=J; signal=R1_mlp_clf; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 0.516709]","[0, 0.091184]",registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=brake; target=J; signal=R1_gbm_reg; unit=ms; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 1.76289]","[0, 1.92499]",registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=brake; target=J; signal=R1_gbm_reg; unit=ms; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 3.4346]","[0, 3.69802]",registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=brake; target=J; signal=R1_gbm_reg; unit=ms; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 6.49432]","[0, 4.28565]; [4.44775, 6.51459]",registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=brake; target=J; signal=R1_gbm_reg; unit=ms; full_fidelity_feasible=True
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 3.54333]","[0, 0.625293]",registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=brake; target=J; signal=R1_gbm_reg; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 12.089]","[0, 13.2006]",registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=brake; target=J; signal=R1_gbm_reg; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 23.5527]","[0, 25.3591]",registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=brake; target=J; signal=R1_gbm_reg; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 44.5348]","[0, 29.3888]; [30.5004, 44.6737]",registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=brake; target=J; signal=R1_gbm_reg; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 1.36776]","[0, 1.5096]; [1.52986, 1.67171]",registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=brake; target=J; signal=R1_gbm_clf; unit=ms; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 3.2421]","[0, 3.20157]",registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=brake; target=J; signal=R1_gbm_clf; unit=ms; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 4.81249]","[0, 4.95433]",registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=brake; target=J; signal=R1_gbm_clf; unit=ms; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[2.90776, 7.3859]","[0, 6.00801]; [6.31196, 7.2238]; [7.73037, 7.97353]",registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=brake; target=J; signal=R1_gbm_clf; unit=ms; full_fidelity_feasible=True
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 9.3794]","[0, 10.3521]; [10.491, 11.4637]",registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=brake; target=J; signal=R1_gbm_clf; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 22.2326]","[0, 21.9547]",registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=brake; target=J; signal=R1_gbm_clf; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 33.0016]","[0, 33.9743]",registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=brake; target=J; signal=R1_gbm_clf; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[19.9399, 50.6487]","[0, 41.1999]; [43.2842, 49.5371]; [53.011, 54.6784]",registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=brake; target=J; signal=R1_gbm_clf; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,none,"[0, 1.38802]",registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=brake; target=J; signal=R2_cnn_clf; unit=ms; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,none,"[0, 3.32315]",registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=brake; target=J; signal=R2_cnn_clf; unit=ms; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,none,"[0, 5.25827]",registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=brake; target=J; signal=R2_cnn_clf; unit=ms; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,none,"[0, 3.17118]; [7.02116, 7.26432]",registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=brake; target=J; signal=R2_cnn_clf; unit=ms; full_fidelity_feasible=True
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,none,"[0, 9.51835]",registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=brake; target=J; signal=R2_cnn_clf; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,none,"[0, 22.7885]",registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=brake; target=J; signal=R2_cnn_clf; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,none,"[0, 36.0586]",registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=brake; target=J; signal=R2_cnn_clf; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,none,"[0, 21.7463]; [48.1476, 49.815]",registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=brake; target=J; signal=R2_cnn_clf; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,none,"[0, 0.0566127]",registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=plan_ade; target=JC_ade; signal=R2_cnn_clf; unit=ms; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,none,"[0.98815, 1.01388]; [1.16828, 1.99174]",registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=plan_ade; target=JC_ade; signal=R2_cnn_clf; unit=ms; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 0.617593]",none,registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=plan_ade; target=JC_ade; signal=R2_cnn_clf; unit=ms; full_fidelity_feasible=True
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,none,"[0, 0.388221]",registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=plan_ade; target=JC_ade; signal=R2_cnn_clf; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,none,"[6.77623, 6.95269]; [8.01148, 13.6583]",registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=plan_ade; target=JC_ade; signal=R2_cnn_clf; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 4.23514]",none,registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=plan_ade; target=JC_ade; signal=R2_cnn_clf; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,none,"[0, 0.62274]; [0.648473, 1.5234]",registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=plan_fde; target=JC_fde; signal=R2_cnn_clf; unit=ms; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 0.422022]","[2.8924, 2.99533]",registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=plan_fde; target=JC_fde; signal=R2_cnn_clf; unit=ms; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,none,"[0, 0.195571]; [0.221304, 0.375703]",registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=plan_fde; target=JC_fde; signal=R2_cnn_clf; unit=ms; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,none,"[0.771992, 1.20945]; [1.64692, 2.75344]; [3.01077, 3.5769]",registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=plan_fde; target=JC_fde; signal=R2_cnn_clf; unit=ms; full_fidelity_feasible=True
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,none,"[0, 4.27043]; [4.4469, 10.4467]",registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=plan_fde; target=JC_fde; signal=R2_cnn_clf; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 2.89401]","[19.8346, 20.5404]",registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=plan_fde; target=JC_fde; signal=R2_cnn_clf; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,none,"[0, 1.34113]; [1.51759, 2.57638]",registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=plan_fde; target=JC_fde; signal=R2_cnn_clf; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,none,"[5.29393, 8.29382]; [11.2937, 18.8817]; [20.6463, 24.5285]",registry_version=2026-09-23.1; track=nuScenes; geometry=mono; system=plan_fde; target=JC_fde; signal=R2_cnn_clf; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 1.16268]","[0, 1.13656]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=gate_gbm; unit=ms; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 0.680058]","[0, 0.695727]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=gate_gbm; unit=ms; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 1.83751]","[0, 1.97854]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=gate_gbm; unit=ms; full_fidelity_feasible=True
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 4.07408]","[0, 4.47626]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=gate_gbm; unit=ms; full_fidelity_feasible=True
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 5.31528]","[0, 5.19589]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=gate_gbm; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 3.10894]","[0, 3.18057]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=gate_gbm; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 8.40034]","[0, 9.04506]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=gate_gbm; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 18.625]","[0, 20.4636]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=gate_gbm; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 1.16268]","[0, 1.13656]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=gate_gbm_batched; unit=ms; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 0.680058]","[0, 0.695727]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=gate_gbm_batched; unit=ms; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 1.83751]","[0, 1.97854]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=gate_gbm_batched; unit=ms; full_fidelity_feasible=True
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 4.07408]","[0, 4.47626]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=gate_gbm_batched; unit=ms; full_fidelity_feasible=True
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 5.31528]","[0, 5.19589]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=gate_gbm_batched; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 3.10894]","[0, 3.18057]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=gate_gbm_batched; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 8.40034]","[0, 9.04506]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=gate_gbm_batched; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 18.625]","[0, 20.4636]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=gate_gbm_batched; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 0.91719]","[0, 1.15223]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R1_mlp_reg; unit=ms; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 1.4113]","[0, 1.64635]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R1_mlp_reg; unit=ms; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 2.21358]","[0, 2.25537]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R1_mlp_reg; unit=ms; full_fidelity_feasible=True
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 4.86278]","[0, 4.6643]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R1_mlp_reg; unit=ms; full_fidelity_feasible=True
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 4.19301]","[0, 5.26753]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R1_mlp_reg; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 6.45188]","[0, 7.5264]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R1_mlp_reg; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 10.1196]","[0, 10.3106]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R1_mlp_reg; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 22.2306]","[0, 21.3232]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R1_mlp_reg; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 0.938082]","[0, 1.00076]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R1_mlp_clf; unit=ms; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 2.11121]","[0, 2.25746]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R1_mlp_clf; unit=ms; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 2.71501]","[0, 3.65518]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R1_mlp_clf; unit=ms; full_fidelity_feasible=True
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 4.19421]","[0, 4.87322]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R1_mlp_clf; unit=ms; full_fidelity_feasible=True
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 4.28852]","[0, 4.57506]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R1_mlp_clf; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 9.65156]","[0, 10.3201]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R1_mlp_clf; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 12.4119]","[0, 16.71]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R1_mlp_clf; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 19.1742]","[0, 22.2783]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R1_mlp_clf; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 1.09478]","[0, 1.17835]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R1_gbm_reg; unit=ms; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 1.58367]","[0, 1.69335]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R1_gbm_reg; unit=ms; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 2.29715]","[0, 2.32327]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R1_gbm_reg; unit=ms; full_fidelity_feasible=True
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 5.24929]","[0, 5.33809]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R1_gbm_reg; unit=ms; full_fidelity_feasible=True
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 5.00487]","[0, 5.38692]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R1_gbm_reg; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 7.23986]","[0, 7.74131]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R1_gbm_reg; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 10.5016]","[0, 10.621]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R1_gbm_reg; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 23.9976]","[0, 24.4035]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R1_gbm_reg; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 1.18357]","[0, 1.34027]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R1_gbm_clf; unit=ms; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 2.68053]","[0, 2.65964]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R1_gbm_clf; unit=ms; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 3.99469]","[0, 4.19839]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R1_gbm_clf; unit=ms; full_fidelity_feasible=True
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 5.06648]","[0, 5.78728]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R1_gbm_clf; unit=ms; full_fidelity_feasible=True
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 5.4108]","[0, 6.12714]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R1_gbm_clf; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 12.2543]","[0, 12.1588]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R1_gbm_clf; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 18.262]","[0, 19.1933]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R1_gbm_clf; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 23.1618]","[0, 26.457]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R1_gbm_clf; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 0.885851]","[0, 0.353087]; [0.368756, 0.373979]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R2_cnn_clf; unit=ms; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,none,"[0, 0.737513]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R2_cnn_clf; unit=ms; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,none,"[0, 0.610067]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R2_cnn_clf; unit=ms; full_fidelity_feasible=True
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,none,"[0, 2.19373]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R2_cnn_clf; unit=ms; full_fidelity_feasible=True
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 4.04974]","[0, 1.61417]; [1.6858, 1.70968]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R2_cnn_clf; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,none,"[0, 3.3716]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R2_cnn_clf; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,none,"[0, 2.78897]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R2_cnn_clf; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,none,"[0, 10.0288]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=brake; target=J; signal=R2_cnn_clf; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 1.22013]","[0, 1.23058]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=traj; target=JB; signal=gate_ridge; unit=ms; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 2.20523]","[0, 2.21567]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=traj; target=JB; signal=gate_ridge; unit=ms; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 3.48281]","[0, 3.47759]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=traj; target=JB; signal=gate_ridge; unit=ms; full_fidelity_feasible=True
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 4.54416]","[0, 4.55983]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=traj; target=JB; signal=gate_ridge; unit=ms; full_fidelity_feasible=True
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 5.57794]","[0, 5.6257]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=traj; target=JB; signal=gate_ridge; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 10.0814]","[0, 10.1291]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=traj; target=JB; signal=gate_ridge; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 15.922]","[0, 15.8981]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=traj; target=JB; signal=gate_ridge; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 20.774]","[0, 20.8457]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=traj; target=JB; signal=gate_ridge; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 1.17835]","[0, 1.44995]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=traj; target=JB; signal=gate_gbm; unit=ms; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 2.56562]","[0, 2.58652]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=traj; target=JB; signal=gate_gbm; unit=ms; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 3.92678]","[0, 4.04169]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=traj; target=JB; signal=gate_gbm; unit=ms; full_fidelity_feasible=True
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 6.21558]","[0, 6.46629]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=traj; target=JB; signal=gate_gbm; unit=ms; full_fidelity_feasible=True
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 5.38692]","[0, 6.62858]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=traj; target=JB; signal=gate_gbm; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 11.729]","[0, 11.8245]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=traj; target=JB; signal=gate_gbm; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 17.9516]","[0, 18.4769]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=traj; target=JB; signal=gate_gbm; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 28.415]","[0, 29.5612]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=traj; target=JB; signal=gate_gbm; unit=mJ; full_fidelity_feasible=False
cached_analyses_overhead_tolerance.csv,overheads_at_least_random,"[0, 1.17835]","[0, 1.44995]",registry_version=2026-09-23.1; track=KITTI; geometry=oracle; system=traj; target=JB; signal=gate_gbm_batched; unit=ms; full_fidelity_feasible=False
